ECnumber	Substrate	Organism	Kcat	metGroups
EC1.1.1.149	5alpha-pregnan-3alpha,20alpha-diol	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.025	ALM
EC1.1.1.149	5alpha-pregnan-3alpha,21-diol-20-one	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.018	ALM
EC1.1.1.149	5alpha-pregnan-3alpha-ol-20-one	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.032	ALM
EC1.1.1.149	5beta-androstan-17beta-ol-3-one	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.153	ALM
EC1.1.1.149	5beta-androstan-3alpha,17beta-diol	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.25	ALM
EC1.1.1.149	5beta-androstan-3alpha-ol-17-one	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.067	ALM
EC1.1.1.149	5beta-androstan-3beta,17beta-diol	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.033	ALM
EC1.1.1.149	5beta-androstan-3beta-ol-17-one	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.045	ALM
EC1.1.1.149	5beta-pregnan-20alpha-ol-3-one	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.153	ALM
EC1.1.1.149	5beta-pregnan-3,20-dione	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.028	ALM
EC1.1.1.149	5beta-pregnan-3alpha,20alpha-diol	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.283	ALM
EC1.1.1.149	5beta-pregnan-3alpha,21-diol-20-one	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.017	ALM
EC1.1.1.149	5beta-pregnan-3alpha-ol-20-one	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.03	ALM
EC1.1.1.149	6-tert-butyl-2,3-epoxy-5-cyclohexen-1,4-dione	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.167	ALM
EC1.1.1.149	7alpha-hydroxy-dehydroepiandrosterone	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.043	ALM
EC1.1.1.149	9,10-phenanthrenequinone	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	7.7	ALM
EC1.1.1.149	acetoin	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.097	ALM
EC1.1.1.149	acrolein	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.035	ALM
EC1.1.1.149	all-trans-retinal	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.0085	ALM
EC1.1.1.149	alpha-tetralone	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.053	ALM
EC1.1.1.149	befunolol	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.117	ALM
EC1.1.1.149	beta-ionol	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.233	ALM
EC1.1.1.149	d,l-glyceraldehyde	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.215	ALM
EC1.1.1.149	dehydroepiandrosterone 3-sulfate	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.08	ALM
EC1.1.1.149	dehydroepiandrosterone	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.155	ALM
EC1.1.1.149	diacetyl	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.158	ALM
EC1.1.1.149	estrone 3-sulfate	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.098	ALM
EC1.1.1.149	estrone	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.017	ALM
EC1.1.1.149	geraniol	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.033	ALM
EC1.1.1.149	hexanal	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.043	ALM
EC1.1.1.149	isatin	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.137	ALM
EC1.1.1.149	isocaproaldehyde	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.023	ALM
EC1.1.1.149	ketotifen	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.02	ALM
EC1.1.1.149	menadione	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.125	ALM
EC1.1.1.149	methylglyoxal	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.12	ALM
EC1.1.1.149	nadp+	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.52	ALM
EC1.1.1.149	nadph	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.43	ALM
EC1.1.1.149	nonanal	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.032	ALM
EC1.1.1.149	progesterone	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.027	ALM
EC1.1.1.149	progesterone	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.65	ALM
EC1.1.1.149	pyridine 3-aldehyde	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.132	ALM
EC1.1.1.149	testosterone	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.057	ALM
EC1.1.1.149	trans-2-hexenal	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.025	ALM
EC1.1.1.149	trans-2-nonenal	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.02	ALM
EC1.1.1.149	trans-benzene dihydrodiol	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.108	ALM
EC1.1.1.149	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0766666666666667	ALM
EC1.1.1.149	*	clostridium scindens//*//*	0.752	ALM
EC1.1.1.149	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.47333333333333	ALM
EC1.1.1.149	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.054	ALM
EC1.1.1.149	*	tetrahymena pyriformis//*//*	7.02666666666667	ALM
EC1.1.1.149	*	tetrahymena thermophila//eukaryotes;protists;alveolates;ciliates//tet	5.66666666666667	ALM
EC1.1.1.153	1,2-naphthoquinone	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.627	ISM
EC1.1.1.153	1,4-naphthoquinone	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.45	ISM
EC1.1.1.153	2,3-dimethoxynaphthalene-1,4-dione	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.43	ISM
EC1.1.1.153	9,10-phenanthrenequinone	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.627	ISM
EC1.1.1.153	menadione	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.45	ISM
EC1.1.1.153	sepiapterin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.61	ISM
EC1.1.1.153	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	9.59733333333333	ISM
EC1.1.1.153	*	chlorobaculum tepidum//*//*	28.875	ISM
EC1.1.1.153	*	drosophila melanogaster//eukaryotes;animals;arthropods;insects//dme	0.0143	ISM
EC1.1.1.153	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	16.8	ISM
EC1.1.1.154	(s)-ureidoglycolate	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	57	ALM
EC1.1.1.154	nad+	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	62	ALM
EC1.1.1.159	chenodeoxycholic acid	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	8.18	ALM
EC1.1.1.159	cholic acid	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	151	ALM
EC1.1.1.159	glycocholic acid	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	0.417	ALM
EC1.1.1.159	nadp+	clostridium sardiniense//*//*	13.76	ALM
EC1.1.1.159	taurochenodeoxycholic acid	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	3.43	ALM
EC1.1.1.159	taurocholic acid	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	3.13	ALM
EC1.1.1.159	*	bacteroides fragilis//prokaryotes;bacteria;bacteroidetes;bacteroides//bfr	742.95	ALM
EC1.1.1.159	*	brevibacterium fuscum//*//*	5026.66666666667	ALM
EC1.1.1.159	*	eubacterium sp.//*//*	685.666666666667	ALM
EC1.1.1.159	*	paeniclostridium sordellii//prokaryotes;bacteria;firmicutes - clostridia;paeniclostridium//psor	0.55	ALM
EC1.1.1.159	*	pseudomonas sp.//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppuu	1620	ALM
EC1.1.1.16	galactitol	rhizobium leguminosarum//prokaryotes;bacteria;alphaproteobacteria;rhizobium//rle	13.91	CEM
EC1.1.1.169	(r)-4-dehydropantoate	staphylococcus aureus//prokaryotes;bacteria;firmicutes - bacilli;staphylococcus//sau	16.6	ISM
EC1.1.1.169	(r)-pantoate	thermococcus kodakarensis//prokaryotes;archaea;euryarchaeota;thermococcus//tko	3.8	ISM
EC1.1.1.169	2-dehydropantoate	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	25	ISM
EC1.1.1.169	2-dehydropantoate	thermococcus kodakarensis//prokaryotes;archaea;euryarchaeota;thermococcus//tko	23.1	ISM
EC1.1.1.169	ketopantoate	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	40	ISM
EC1.1.1.169	nad+	thermococcus kodakarensis//prokaryotes;archaea;euryarchaeota;thermococcus//tko	2.41	ISM
EC1.1.1.169	nadh	thermococcus kodakarensis//prokaryotes;archaea;euryarchaeota;thermococcus//tko	19.7	ISM
EC1.1.1.169	nadph	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	25	ISM
EC1.1.1.169	nadph	staphylococcus aureus//prokaryotes;bacteria;firmicutes - bacilli;staphylococcus//sau	16.8	ISM
EC1.1.1.169	nadph	thermococcus kodakarensis//prokaryotes;archaea;euryarchaeota;thermococcus//tko	2.22	ISM
EC1.1.1.169	*	salmonella enterica subsp. enterica serovar typhimurium//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;salmonella//stm	33.3288333333333	ISM
EC1.1.1.169	*	stenotrophomonas maltophilia//prokaryotes;bacteria;gammaproteobacteria - others;stenotrophomonas//sml	1561	ISM
EC1.1.1.17	d-fructose 6-phosphate	aspergillus fumigatus//eukaryotes;fungi;ascomycetes;eurotiomycetes//afm	132	CEM
EC1.1.1.17	d-mannitol 1-phosphate	aspergillus fumigatus//eukaryotes;fungi;ascomycetes;eurotiomycetes//afm	10.6	CEM
EC1.1.1.17	*	acinetobacter baylyi//*//*	176.15	CEM
EC1.1.1.17	*	aspergillus niger//eukaryotes;fungi;ascomycetes;eurotiomycetes//ang	302.6	CEM
EC1.1.1.17	*	aspergillus parasiticus//*//*	126.666666666667	CEM
EC1.1.1.17	*	brochothrix thermosphacta//prokaryotes;bacteria;firmicutes - bacilli;brochothrix//bths	15	CEM
EC1.1.1.17	*	caloglossa continua//*//*	201.93	CEM
EC1.1.1.17	*	cryptococcus neoformans//eukaryotes;fungi;basidiomycetes//cne	286.133333333333	CEM
EC1.1.1.17	*	ectocarpus siliculosus//*//*	0.046	CEM
EC1.1.1.17	*	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	542.208333333333	CEM
EC1.1.1.17	*	streptococcus mutans//prokaryotes;bacteria;firmicutes - bacilli;streptococcus//smu	0.3225	CEM
EC1.1.1.173	l-rhamnose	debaryomyces hansenii//eukaryotes;fungi;ascomycetes;saccharomycetes//dha	2860	CEM
EC1.1.1.173	l-rhamnose	scheffersomyces stipitis//eukaryotes;fungi;ascomycetes;saccharomycetes//pic	1510	CEM
EC1.1.1.175	d-xylose	caulobacter vibrioides//*//*	30.3	CEM
EC1.1.1.175	l-arabinose	caulobacter vibrioides//*//*	29.2	CEM
EC1.1.1.175	nad+	caulobacter vibrioides//*//*	35.7	CEM
EC1.1.1.175	*	arthrobacter sp.//prokaryotes;bacteria;actinobacteria;arthrobacter//art	24.924	CEM
EC1.1.1.175	*	pseudomonas sp.//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppuu	159.683333333333	CEM
EC1.1.1.179	2-deoxy-d-glucose	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	22	CEM
EC1.1.1.179	d-arabinose	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	9	CEM
EC1.1.1.179	d-galactose	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	12	CEM
EC1.1.1.179	d-glucose	haloarcula marismortui//prokaryotes;archaea;euryarchaeota;haloarcula//hma	273	CEM
EC1.1.1.179	d-glucose	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	16	CEM
EC1.1.1.179	d-glucose	trichoderma reesei//eukaryotes;fungi;ascomycetes;sordariomycetes//tre	5.7	CEM
EC1.1.1.179	d-ribose	haloarcula marismortui//prokaryotes;archaea;euryarchaeota;haloarcula//hma	360	CEM
EC1.1.1.179	d-ribose	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	40	CEM
EC1.1.1.179	d-xylose	haloarcula marismortui//prokaryotes;archaea;euryarchaeota;haloarcula//hma	356	CEM
EC1.1.1.179	d-xylose	macaca fascicularis//eukaryotes;animals;vertebrates;mammals//mcf	2.6	CEM
EC1.1.1.179	d-xylose	paenarthrobacter nicotinovorans//*//*	14.9	CEM
EC1.1.1.179	d-xylose	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	58	CEM
EC1.1.1.179	d-xylose	trichoderma reesei//eukaryotes;fungi;ascomycetes;sordariomycetes//tre	21.8	CEM
EC1.1.1.179	l-arabinose	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	45	CEM
EC1.1.1.179	nad+	paenarthrobacter nicotinovorans//*//*	1.5	CEM
EC1.1.1.179	nadp+	paenarthrobacter nicotinovorans//*//*	10.5	CEM
EC1.1.1.179	*	haloferax volcanii//prokaryotes;archaea;euryarchaeota;haloferax//hvo	66.275	CEM
EC1.1.1.179	*	macaca fuscata//*//*	38.5	CEM
EC1.1.1.18	myo-inositol	bacillus subtilis//prokaryotes;bacteria;firmicutes - bacilli;bacillus//bsu	58	CEM
EC1.1.1.18	*	galdieria sulphuraria//eukaryotes;plants;red algae//gsl	150	CEM
EC1.1.1.18	*	sinorhizobium fredii//prokaryotes;bacteria;alphaproteobacteria;sinorhizobium//rhi	0.0404226666666667	CEM
EC1.1.1.18	*	sinorhizobium meliloti//prokaryotes;bacteria;alphaproteobacteria;sinorhizobium//sme	0.1411055	CEM
EC1.1.1.183	geraniol	zingiber officinale//*//*	5.4	Others
EC1.1.1.183	nadp+	zingiber officinale//*//*	5	Others
EC1.1.1.183	nerol	zingiber officinale//*//*	4.6	Others
EC1.1.1.183	*	carpoglyphus lactis//*//*	22.1133333333333	Others
EC1.1.1.183	*	citrus sp.//*//*	0.311266666666667	Others
EC1.1.1.183	*	persicaria minor//*//*	0.522	Others
EC1.1.1.184	(r)-2-butanol	methanobacterium palustre//*//*	177	ALM//ISM
EC1.1.1.184	(s)-2-butanol	methanobacterium palustre//*//*	123	ALM//ISM
EC1.1.1.184	1,2-naphthoquinone	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	6.7	ALM//ISM
EC1.1.1.184	1,4-naphthoquinone	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.55	ALM//ISM
EC1.1.1.184	1-(3-methyl-1,4-dioxidoquinoxalin-2-yl)ethanone	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	0.00062	ALM//ISM
EC1.1.1.184	1-(3-methyl-1,4-dioxidoquinoxalin-2-yl)ethanone	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.00027	ALM//ISM
EC1.1.1.184	1-(3-methyl-4-oxidoquinoxalin-2-yl)ethanone	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	2.72	ALM//ISM
EC1.1.1.184	1-(3-methyl-4-oxidoquinoxalin-2-yl)ethanone	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.89	ALM//ISM
EC1.1.1.184	1-phenylisatin	canis lupus familiaris//*//*	17	ALM//ISM
EC1.1.1.184	16-ketoestrone	canis lupus familiaris//*//*	20	ALM//ISM
EC1.1.1.184	2,2,2-trifluoroacetophenone	thermotoga maritima//prokaryotes;bacteria;thermotogae;thermotoga//tma	16.4	ALM//ISM
EC1.1.1.184	2,3-butanediol	methanobacterium palustre//*//*	26	ALM//ISM
EC1.1.1.184	2,3-heptanedione	canis lupus familiaris//*//*	23	ALM//ISM
EC1.1.1.184	2,3-hexanedione	canis lupus familiaris//*//*	24	ALM//ISM
EC1.1.1.184	2,3-hexanedione	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	5.13	ALM//ISM
EC1.1.1.184	2,3-pentanedione	canis lupus familiaris//*//*	23	ALM//ISM
EC1.1.1.184	2,3-pentanedione	gluconobacter oxydans//prokaryotes;bacteria;alphaproteobacteria;gluconobacter//gox	36.7	ALM//ISM
EC1.1.1.184	2-butanol	methanobacterium palustre//*//*	149	ALM//ISM
EC1.1.1.184	2-butanone	methanobacterium palustre//*//*	86	ALM//ISM
EC1.1.1.184	2-hydroxyacetophenone	candida parapsilosis//*//*	1.48	ALM//ISM
EC1.1.1.184	2-pentanol	methanobacterium palustre//*//*	5	ALM//ISM
EC1.1.1.184	2-pentanone	methanobacterium palustre//*//*	18	ALM//ISM
EC1.1.1.184	2-propanol	methanobacterium palustre//*//*	243	ALM//ISM
EC1.1.1.184	3-glutathionyl-4-hydroxynonanal	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	6.75	ALM//ISM
EC1.1.1.184	3-glutathionyl-hexanal	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	30.5	ALM//ISM
EC1.1.1.184	3-glutathionyl-nonanal	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	30.8	ALM//ISM
EC1.1.1.184	3-glutathionyl-propanal	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	190.8	ALM//ISM
EC1.1.1.184	4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.02	ALM//ISM
EC1.1.1.184	4-benzoylpyridine	canis lupus familiaris//*//*	17	ALM//ISM
EC1.1.1.184	4-benzoylpyridine	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	1.967	ALM//ISM
EC1.1.1.184	4-benzoylpyridine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.2	ALM//ISM
EC1.1.1.184	4-benzoylpyridine	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.23	ALM//ISM
EC1.1.1.184	4-hexanoylpyridine	canis lupus familiaris//*//*	17	ALM//ISM
EC1.1.1.184	4-nitrobenzaldehyde	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	1.087	ALM//ISM
EC1.1.1.184	4-nitrobenzaldehyde	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	3.48	ALM//ISM
EC1.1.1.184	4-nitrobenzaldehyde	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0098	ALM//ISM
EC1.1.1.184	4-oxonon-2-enal	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	220	ALM//ISM
EC1.1.1.184	9,10-phenanthrenequinone	aeropyrum pernix//prokaryotes;archaea;crenarchaeota;aeropyrum//ape	1.27	ALM//ISM
EC1.1.1.184	9,10-phenanthrenequinone	canis lupus familiaris//*//*	20	ALM//ISM
EC1.1.1.184	9,10-phenanthrenequinone	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	2.33	ALM//ISM
EC1.1.1.184	9,10-phenanthrenequinone	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	9.77	ALM//ISM
EC1.1.1.184	9-cis-retinal	canis lupus familiaris//*//*	0.07	ALM//ISM
EC1.1.1.184	acenaphthenequinone	canis lupus familiaris//*//*	13	ALM//ISM
EC1.1.1.184	acetoin	methanobacterium palustre//*//*	183	ALM//ISM
EC1.1.1.184	acetone	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	0.18	ALM//ISM
EC1.1.1.184	all-trans-retinal	canis lupus familiaris//*//*	0.08	ALM//ISM
EC1.1.1.184	all-trans-retinol	canis lupus familiaris//*//*	0.01	ALM//ISM
EC1.1.1.184	benzoylformic acid ethyl ester	canis lupus familiaris//*//*	32	ALM//ISM
EC1.1.1.184	cycloheptanone	methanobacterium palustre//*//*	6	ALM//ISM
EC1.1.1.184	cyclohexanol	methanobacterium palustre//*//*	5	ALM//ISM
EC1.1.1.184	cyclohexanone	methanobacterium palustre//*//*	86	ALM//ISM
EC1.1.1.184	cyclopentanol	methanobacterium palustre//*//*	106	ALM//ISM
EC1.1.1.184	cyclopentanone	methanobacterium palustre//*//*	80	ALM//ISM
EC1.1.1.184	daunorubicin	canis lupus familiaris//*//*	3.52	ALM//ISM
EC1.1.1.184	daunorubicin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	91	ALM//ISM
EC1.1.1.184	diacetyl	methanobacterium palustre//*//*	609	ALM//ISM
EC1.1.1.184	doxorubicin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.21	ALM//ISM
EC1.1.1.184	estrone	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	0.45	ALM//ISM
EC1.1.1.184	ethyl 2-methylacetoacetate	thermotoga maritima//prokaryotes;bacteria;thermotogae;thermotoga//tma	12.5	ALM//ISM
EC1.1.1.184	ethyl 2-oxo-4-phenylbutyrate	thermotoga maritima//prokaryotes;bacteria;thermotogae;thermotoga//tma	11.2	ALM//ISM
EC1.1.1.184	ethyl 4-chloro-3-oxobutanoate	aeropyrum pernix//prokaryotes;archaea;crenarchaeota;aeropyrum//ape	1.05	ALM//ISM
EC1.1.1.184	glutathione-4-oxonon-2-enal	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	8.6	ALM//ISM
EC1.1.1.184	heptanophenone	canis lupus familiaris//*//*	10	ALM//ISM
EC1.1.1.184	hexanophenone	canis lupus familiaris//*//*	25	ALM//ISM
EC1.1.1.184	isatin	canis lupus familiaris//*//*	14	ALM//ISM
EC1.1.1.184	isatin	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	1.225	ALM//ISM
EC1.1.1.184	isatin	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	2.55	ALM//ISM
EC1.1.1.184	isatin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	9.77	ALM//ISM
EC1.1.1.184	menadione	canis lupus familiaris//*//*	8.48	ALM//ISM
EC1.1.1.184	menadione	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	0.0483	ALM//ISM
EC1.1.1.184	menadione	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	4.17	ALM//ISM
EC1.1.1.184	menadione	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	246	ALM//ISM
EC1.1.1.184	menadione	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.15	ALM//ISM
EC1.1.1.184	methyl glyoxal	kluyveromyces marxianus//eukaryotes;fungi;ascomycetes;saccharomycetes//kmx	4	ALM//ISM
EC1.1.1.184	methylglyoxal	gluconobacter oxydans//prokaryotes;bacteria;alphaproteobacteria;gluconobacter//gox	23.8	ALM//ISM
EC1.1.1.184	n-butyrophenone	canis lupus familiaris//*//*	15	ALM//ISM
EC1.1.1.184	nadh	candida parapsilosis//*//*	1.32	ALM//ISM
EC1.1.1.184	nadp+	methanobacterium palustre//*//*	243	ALM//ISM
EC1.1.1.184	nadph	candida magnoliae//*//*	870	ALM//ISM
EC1.1.1.184	nadph	candida parapsilosis//*//*	1.48	ALM//ISM
EC1.1.1.184	nadph	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	179	ALM//ISM
EC1.1.1.184	nadph	kluyveromyces marxianus//eukaryotes;fungi;ascomycetes;saccharomycetes//kmx	3.67	ALM//ISM
EC1.1.1.184	nadph	methanobacterium palustre//*//*	129	ALM//ISM
EC1.1.1.184	oracin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.67	ALM//ISM
EC1.1.1.184	p-toluquinone	aeropyrum pernix//prokaryotes;archaea;crenarchaeota;aeropyrum//ape	2.5	ALM//ISM
EC1.1.1.184	p-toluquinone	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	3.28	ALM//ISM
EC1.1.1.184	phenylglyoxal	gluconobacter oxydans//prokaryotes;bacteria;alphaproteobacteria;gluconobacter//gox	39.3	ALM//ISM
EC1.1.1.184	propanone	methanobacterium palustre//*//*	129	ALM//ISM
EC1.1.1.184	prostaglandin e2	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	0.68	ALM//ISM
EC1.1.1.184	prostaglandin e2	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	25	ALM//ISM
EC1.1.1.184	s-1-phenyl-1-butanol	canis lupus familiaris//*//*	3.5	ALM//ISM
EC1.1.1.184	s-nitrosoglutathione	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.62	ALM//ISM
EC1.1.1.184	testosterone	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	0.6	ALM//ISM
EC1.1.1.184	valerophenone	canis lupus familiaris//*//*	11	ALM//ISM
EC1.1.1.184	*	cylindrocarpon sclerotigenum//*//*	142.006666666667	ALM//ISM
EC1.1.1.184	*	kluyveromyces lactis//eukaryotes;fungi;ascomycetes;saccharomycetes//kla	160.866666666667	ALM//ISM
EC1.1.1.184	*	neurospora crassa//eukaryotes;fungi;ascomycetes;sordariomycetes//ncr	312	ALM//ISM
EC1.1.1.184	*	pichia kudriavzevii//*//*	9.66	ALM//ISM
EC1.1.1.184	*	rhodotorula glutinis//*//*	2	ALM//ISM
EC1.1.1.184	*	scheffersomyces stipitis//eukaryotes;fungi;ascomycetes;saccharomycetes//pic	196.583333333333	ALM//ISM
EC1.1.1.188	9,10-phenanthrenequinone	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.4	ALM
EC1.1.1.188	androst-4-ene-3,17-dione	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0027	ALM
EC1.1.1.188	prostaglandin h2	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.2467	ALM
EC1.1.1.188	prostaglandin h2	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.2467	ALM
EC1.1.1.188	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.252833333333333	ALM
EC1.1.1.188	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.00165	ALM
EC1.1.1.188	*	trypanosoma brucei//eukaryotes;protists;euglenozoa;kinetoplasts//tbr	0.473	ALM
EC1.1.1.192	nad+	geobacillus thermodenitrificans//prokaryotes;bacteria;firmicutes - bacilli;geobacillus//gtn	38.5	ALM
EC1.1.1.192	nadp+	geobacillus thermodenitrificans//prokaryotes;bacteria;firmicutes - bacilli;geobacillus//gtn	283.1	ALM
