,KM [mM],RIDS,MIDS
1596,0.5319081,DSERt2pp,ser__D_p
1597,0.5319081,DSERt2pp,ser__D_c
1598,0.636127,DSERt2pp,h_c
1599,0.15721731,FORtex,for_e
1600,0.15721731,FORtex,for_p
1601,0.054477423,FADtex,fad_p
1602,0.054477423,FADtex,fad_e
1603,1.8786194,ARGDCpp,h_p
1604,0.7707277,ARGDCpp,agm_p
1605,0.8514342,ARGDCpp,co2_p
1606,0.7531889,ARGDCpp,arg__L_p
1607,2.6397696,GLYOX3,h2o_c
1608,1.5150511,GLYOX3,lac__D_c
1609,2.5196164,GLYOX3,h_c
1610,4.1083913,GLYOX3,mthgxl_c
1611,0.009876225,FADRx2,nadph_c
1612,0.012806223,FADRx2,fadh2_c
1613,0.017929593,FADRx2,nadp_c
1614,0.021386843,FADRx2,fad_c
1615,0.0884567,FADRx2,h_c
1616,0.27492613,CU2tex,cu2_e
1617,0.27492613,CU2tex,cu2_p
1618,0.24010381,MALDDH,mal__D_c
1619,0.10010064,MALDDH,nad_c
1620,0.5878117,MALDDH,co2_c
1621,0.44691488,MALDDH,pyr_c
1622,0.10605391,MALDDH,nadh_c
1623,0.22590865,ICL,succ_c
1624,0.56469107,ICL,icit_c
1625,0.47332662,ICL,glx_c
1626,0.13864757,PGMT,g6p_c
1627,0.14695787,PGMT,g1p_c
1628,1.5126338,HXCT,ac_c
1629,0.032368366,HXCT,accoa_c
1630,1.7883866,HXCT,ac_c
1631,0.05166915,HXCT,accoa_c
1632,0.10379524,AI2abcpp,adp_c
1633,0.12767725,AI2abcpp,atp_c
1634,0.9145803,AI2abcpp,mththf_c
1635,0.57973915,AI2abcpp,h2o_c
1636,0.9145803,AI2abcpp,mththf_p
1637,0.42804065,AI2abcpp,pi_c
1638,0.61303294,AI2abcpp,h_c
1639,0.26924443,HG2tex,hg2_p
1640,0.26924443,HG2tex,hg2_e
1641,0.045304656,GDPMNH,gdpmann_c
1642,0.4745086,GDPMNH,h2o_c
1643,0.05969334,GDPMNH,gdp_c
1644,0.45196918,GDPMNH,h_c
1645,0.9757754,GDPMNH,man_c
1646,1.4929836,NI2t3pp,h_p
1647,1.5476803,NI2t3pp,ni2_c
1648,1.5476803,NI2t3pp,ni2_p
1649,1.4929836,NI2t3pp,h_c
1650,0.034894887,NHFRBO,no_c
1651,0.9295605,NHFRBO,h2o_c
1652,0.09351309,NHFRBO,nad_c
1653,0.0475113,NHFRBO,n2o_c
1654,0.9751067,NHFRBO,h_c
1655,0.047636505,NHFRBO,nadh_c
1656,0.6339735,TDPGDH,h2o_c
1657,0.057281695,TDPGDH,dtdp4d6dg_c
1658,0.04495441,TDPGDH,dtdpglu_c
1659,0.31816027,SPODMpp,h_p
1660,0.053577088,SPODMpp,o2_p
1661,0.7950917,SPODMpp,h2o2_p
1662,0.33118686,SPODMpp,o2s_p
1663,0.33542123,DDPA,2dda7p_c
1664,7.3734922,DDPA,h2o_c
1665,0.5838872,DDPA,e4p_c
1666,0.39148608,DDPA,pep_c
1667,0.9977683,DDPA,pi_c
1668,1.9351819,PDE1,h2o_c
1669,0.06301467,PDE1,amp_c
1670,0.022591684,PDE1,camp_c
1671,2.0652149,PDE1,h_c
1672,0.03977414,UAMAS,adp_c
1673,0.037076846,UAMAS,atp_c
1674,0.11088642,UAMAS,ala__L_c
1675,0.10193883,UAMAS,uamr_c
1676,0.07786344,UAMAS,pi_c
1677,0.0863042,UAMAS,uama_c
1678,0.28351474,UAMAS,h_c
1679,0.33295858,FEENTERtex,h_p
1680,0.02708878,FEENTERtex,enter_e
1681,0.33295858,FEENTERtex,h_c
1682,0.02708878,FEENTERtex,enter_p
1683,0.66486806,ACACt2pp,h_p
1684,0.46227628,ACACt2pp,acac_c
1685,0.66486806,ACACt2pp,h_c
1686,0.46227628,ACACt2pp,acac_p
1687,0.06448198,ACOXT,oxalcoa_c
1688,3.8288503,ACOXT,ac_c
1689,0.096875094,ACOXT,accoa_c
1690,0.68721557,ACOXT,oxa_c
1691,0.037764475,ICDHyr,nadph_c
1692,0.17084008,ICDHyr,icit_c
1693,0.1166669,ICDHyr,akg_c
1694,0.50521404,ICDHyr,co2_c
1695,0.06187028,ICDHyr,nadp_c
1696,0.04373347,CYTK2,adp_c
1697,0.037480485,CYTK2,atp_c
1698,0.053810295,CYTK2,dcdp_c
1699,0.058536336,CYTK2,dcmp_c
1700,0.25437462,UDPGALtex,udpgal_p
1701,0.25437462,UDPGALtex,udpgal_e
1702,0.61032873,NTPP3,h2o_c
1703,0.030513838,NTPP3,dctp_c
1704,0.17014976,NTPP3,ppi_c
1705,0.023281205,NTPP3,dcmp_c
1706,0.69391626,NTPP3,h_c
1707,0.06753932,PHEMEabcpp,adp_c
1708,0.071577184,PHEMEabcpp,atp_c
1709,0.75022656,PHEMEabcpp,h2o_c
1710,0.023826215,PHEMEabcpp,pheme_p
1711,0.34437034,PHEMEabcpp,pi_c
1712,1.131633,PHEMEabcpp,h_c
1713,0.023826215,PHEMEabcpp,pheme_c
1714,0.9081094,UACMAMO,h2o_c
1715,0.0958356,UACMAMO,nad_c
1716,0.4449449,UACMAMO,uacmamu_c
1717,0.34121105,UACMAMO,uacmam_c
1718,0.95393914,UACMAMO,h_c
1719,0.11800483,UACMAMO,nadh_c
1720,0.2202573,Kt3pp,h_p
1721,0.23195206,Kt3pp,k_c
1722,0.23195206,Kt3pp,k_p
1723,0.2202573,Kt3pp,h_c
1724,0.05751746,SELNPS,atp_c
1725,0.45267037,SELNPS,h2o_c
1726,0.20947385,SELNPS,selnp_c
1727,0.07539143,SELNPS,amp_c
1728,0.48187274,SELNPS,seln_c
1729,0.3926933,SELNPS,pi_c
1730,0.020128109,HPYRRy,nadph_c
1731,0.5653239,HPYRRy,hpyr_c
1732,0.042374004,HPYRRy,nadp_c
1733,0.6048004,HPYRRy,glyc__R_c
1734,2.3886797,HPYRRy,h_c
1735,0.659873,AI2tex,mththf_e
1736,0.659873,AI2tex,mththf_p
1737,0.113636,BALAtex,ala_B_e
1738,0.113636,BALAtex,ala_B_p
1739,3.0620751,ECOAH4,h2o_c
1740,0.047147475,ECOAH4,dc2coa_c
1741,0.050018746,ECOAH4,3hdcoa_c
1742,0.8182823,CYSDDS,h2o_c
1743,1.2127362,CYSDDS,nh4_c
1744,0.611768,CYSDDS,pyr_c
1745,0.84217966,CYSDDS,h2s_c
1746,0.4538632,CYSDDS,cys__D_c
1747,0.039163206,GSNK,adp_c
1748,0.04328791,GSNK,atp_c
1749,0.07124404,GSNK,gsn_c
1750,0.09581327,GSNK,gmp_c
1751,1.4437629,GSNK,h_c
1752,0.2225369,G1PPpp,pi_p
1753,0.21799345,G1PPpp,g1p_p
1754,0.1396916,G1PPpp,h2o_p
1755,0.39313772,G1PPpp,glc__D_p
1756,0.29517102,NTD6pp,pi_p
1757,0.0802606,NTD6pp,damp_p
1758,0.06934314,NTD6pp,dad_2_p
1759,0.8963159,NTD6pp,h2o_p
1760,1.364416,TDP,h2o_c
1761,0.015622632,TDP,thmmp_c
1762,0.44162136,TDP,pi_c
1763,1.3701298,TDP,h_c
1764,0.016310327,TDP,thmpp_c
1765,0.027889395,THMtex,thm_e
1766,0.027889395,THMtex,thm_p
1767,0.042640343,NODOy,no_c
1768,0.01627376,NODOy,nadph_c
1769,0.05724286,NODOy,o2_c
1770,0.039923687,NODOy,nadp_c
1771,0.3899692,NODOy,h_c
1772,0.1177041,NODOy,no3_c
1773,0.61032873,NTPP1,h2o_c
1774,0.018269468,NTPP1,dgmp_c
1775,0.17014976,NTPP1,ppi_c
1776,0.027152726,NTPP1,dgtp_c
1777,0.69391626,NTPP1,h_c
1778,0.6656409,OP4ENH,h2o_c
1779,0.073055364,OP4ENH,4h2opntn_c
1780,0.077871434,OP4ENH,op4en_c
1781,0.6044653,GAL1PPpp,pi_p
1782,1.7520379,GAL1PPpp,h2o_p
1783,4.76538,GAL1PPpp,gal_p
1784,0.6452258,GAL1PPpp,gal1p_p
1785,1.1230372,GALTtex,galt_e
1786,1.1230372,GALTtex,galt_p
1787,0.07907702,PA160abcpp,adp_c
1788,0.10015951,PA160abcpp,atp_c
1789,0.25426516,PA160abcpp,h2o_c
1790,0.04023226,PA160abcpp,pa160_c
1791,0.28711438,PA160abcpp,pi_c
1792,0.04023226,PA160abcpp,pa160_p
1793,0.2675309,PA160abcpp,h_c
1794,0.088885024,NTD8pp,dgsn_p
1795,0.29517102,NTD8pp,pi_p
1796,0.08496921,NTD8pp,dgmp_p
1797,0.8963159,NTD8pp,h2o_p
1798,2.609706,AMALT4,glc__D_c
1799,0.46112895,AMALT4,malt_c
1800,0.072425984,AMALT4,malthx_c
1801,0.03696072,AMALT4,malthp_c
1802,1.8191634,THRS,h2o_c
1803,0.3190083,THRS,phom_c
1804,0.6632481,THRS,pi_c
1805,1.6925559,THRS,thr__L_c
1806,1.3856896,OAADC,co2_c
1807,0.29075426,OAADC,oaa_c
1808,1.0271637,OAADC,pyr_c
1809,3.111216,OAADC,h_c
1810,1.4112473,PDX5PS,h2o_c
1811,0.06365397,PDX5PS,nad_c
1812,0.018629132,PDX5PS,pdx5p_c
1813,0.6912927,PDX5PS,co2_c
1814,0.19051756,PDX5PS,phthr_c
1815,0.52582914,PDX5PS,pi_c
1816,0.12957877,PDX5PS,dxyl5p_c
1817,1.5431571,PDX5PS,h_c
1818,0.051340327,PDX5PS,nadh_c
1819,0.6095539,GAPP,h2o_c
1820,0.27006164,GAPP,g3p_c
1821,0.5919388,GAPP,glyald_c
1822,0.2856184,GAPP,pi_c
1823,0.5571586,TMAOR1,h2o_c
1824,0.39749378,TMAOR1,tmao_c
1825,0.033850983,TMAOR1,mql8_c
1826,0.03610645,TMAOR1,mqn8_c
1827,0.16972485,TMAOR1,tma_c
1828,0.42836276,TMAOR1,h_c
1829,0.72334635,THD2pp,h_p
1830,0.03287425,THD2pp,nadph_c
1831,0.11157532,THD2pp,nad_c
1832,0.054014243,THD2pp,nadp_c
1833,0.72334635,THD2pp,h_c
1834,0.072241314,THD2pp,nadh_c
1835,0.51473963,CU2tpp,cu2_p
1836,0.51473963,CU2tpp,cu2_c
1837,0.04368939,PYDXNtex,pydxn_p
1838,0.04368939,PYDXNtex,pydxn_e
1839,0.47646666,ENTERES,h2o_c
1840,0.016636586,ENTERES,enter_c
1841,0.0479813,ENTERES,23dhbzs_c
1842,0.5083298,ENTERES,h_c
1843,5.57569,ADD,h2o_c
1844,0.23119567,ADD,ade_c
1845,10.956772,ADD,nh4_c
1846,6.7582097,ADD,h_c
1847,0.2185078,ADD,hxan_c
1848,0.29517102,G2PPpp,pi_p
1849,0.8963159,G2PPpp,h2o_p
1850,1.7276019,G2PPpp,glyc_p
1851,0.23945315,G2PPpp,glyc2p_p
1852,0.048775934,PAPPT3,udcpp_c
1853,0.06814474,PAPPT3,ugmda_c
1854,0.13273248,PAPPT3,ump_c
1855,0.038228296,PAPPT3,uagmda_c
1856,0.62153554,GLCRD,h2o_c
1857,0.101917356,GLCRD,5dh4dglc_c
1858,0.09676733,GLCRD,glcr_c
1859,1.4481947,CAT,h2o_c
1860,3.0504663,CAT,h2o2_c
1861,0.114121616,CAT,o2_c
1862,0.5539923,CRNt8pp,crn__D_p
1863,0.5917732,CRNt8pp,crn_c
1864,0.5917732,CRNt8pp,crn_p
1865,0.5539923,CRNt8pp,crn__D_c
1866,0.026938021,AMANK,adp_c
1867,0.027728837,AMANK,atp_c
1868,0.12286421,AMANK,acmanap_c
1869,0.13399938,AMANK,acmana_c
1870,0.14025526,AMANK,h_c
1871,2.5409064,ACODA,h2o_c
1872,0.97891706,ACODA,orn_c
1873,3.3170815,ACODA,ac_c
1874,1.0187218,ACODA,acorn_c
1875,0.06400742,HPYRRx,nad_c
1876,0.5653239,HPYRRx,hpyr_c
1877,0.6048004,HPYRRx,glyc__R_c
1878,2.3886797,HPYRRx,h_c
1879,0.038458813,HPYRRx,nadh_c
1880,0.81242555,PPC,h2o_c
1881,1.5591971,PPC,co2_c
1882,0.5895905,PPC,pep_c
1883,0.4906731,PPC,oaa_c
1884,0.5806549,PPC,pi_c
1885,0.95008934,PPC,h_c
1886,1.886814,ADNUC,h2o_c
1887,2.3092906,ADNUC,rib__D_c
1888,0.10335546,ADNUC,adn_c
1889,0.077168085,ADNUC,ade_c
1890,1.5843383,ASPt2pp,h_p
1891,0.4608221,ASPt2pp,asp__L_p
1892,1.5843383,ASPt2pp,h_c
1893,0.4608221,ASPt2pp,asp__L_c
1894,0.07956982,CINNDO,cenchddd_c
1895,0.053122047,CINNDO,nad_c
1896,0.07042409,CINNDO,o2_c
1897,0.07664761,CINNDO,cinnm_c
1898,0.2737958,CINNDO,h_c
1899,0.043483917,CINNDO,nadh_c
1900,0.24632174,CYTDK2,cmp_c
1901,0.23220314,CYTDK2,gdp_c
1902,0.3589514,CYTDK2,cytd_c
1903,0.23694006,CYTDK2,gtp_c
1904,0.7650256,CYTDK2,h_c
1905,0.8600984,P5CD,glu__L_c
1906,8.140344,P5CD,h2o_c
1907,0.37550452,P5CD,nad_c
1908,1.6786989,P5CD,1pyr5c_c
1909,9.734822,P5CD,h_c
1910,0.2261325,P5CD,nadh_c
1911,0.28991953,NAtex,na1_p
1912,0.28991953,NAtex,na1_e
1913,0.39452416,HCINNMt2rpp,h_p
1914,0.084514275,HCINNMt2rpp,3hcinnm_p
1915,0.084514275,HCINNMt2rpp,3hcinnm_c
1916,0.39452416,HCINNMt2rpp,h_c
1917,0.61472315,GTPCII2,h2o_c
1918,0.3541048,GTPCII2,for_c
1919,0.19670796,GTPCII2,ppi_c
1920,0.19303519,GTPCII2,25drapp_c
1921,0.5085979,GTPCII2,h_c
1922,0.25283545,GTPCII2,gtp_c
1923,6.8497376,FCLPA,dhap_c
1924,11.455963,FCLPA,lald__L_c
1925,2.8171294,FCLPA,fc1p_c
1926,0.7510883,AGPR,acg5sa_c
1927,0.05470594,AGPR,nadph_c
1928,0.0822508,AGPR,nadp_c
1929,0.69572973,AGPR,pi_c
1930,2.1737094,AGPR,h_c
1931,0.49327996,AGPR,acg5p_c
1932,0.41673413,ADPRDP,h2o_c
1933,0.04322148,ADPRDP,amp_c
1934,0.34643304,ADPRDP,r5p_c
1935,0.061099455,ADPRDP,adprib_c
1936,0.40988412,ADPRDP,h_c
1937,0.059353873,4HOXPACDtex,4hoxpacd_p
1938,0.059353873,4HOXPACDtex,4hoxpacd_e
1939,0.31749162,GLNtex,gln__L_p
1940,0.31749162,GLNtex,gln__L_e
1941,0.056768615,PYDAMK,adp_c
1942,0.04799064,PYDAMK,atp_c
1943,0.026908653,PYDAMK,pydam_c
1944,0.04991881,PYDAMK,pyam5p_c
1945,1.1512742,PYDAMK,h_c
1946,0.032306463,HEPT1,adp_c
1947,0.044036426,HEPT1,adphep_LD_c
1948,0.011511716,HEPT1,lipa_c
1949,0.011379043,HEPT1,hlipa_c
1950,0.16499475,HEPT1,h_c
1951,0.21108748,GLYC2Ptex,glyc2p_e
1952,0.21108748,GLYC2Ptex,glyc2p_p
1953,0.30141065,GAL1Ptex,gal1p_e
1954,0.30141065,GAL1Ptex,gal1p_p
1955,1.1247206,ACGS,glu__L_c
1956,0.42339715,ACGS,acglu_c
1957,0.035040665,ACGS,coa_c
1958,0.05206578,ACGS,accoa_c
1959,0.38203597,ACGS,h_c
1960,0.027288323,ACACT6r,coa_c
1961,0.03635645,ACACT6r,ddcacoa_c
1962,0.034299627,ACACT6r,3otdcoa_c
1963,0.04231188,ACACT6r,accoa_c
1964,0.12889208,DHPTDNRN,nad_c
1965,0.18628025,DHPTDNRN,thptdn_c
1966,0.15945704,DHPTDNRN,dhptdn_c
1967,0.9400498,DHPTDNRN,h_c
1968,0.16088563,DHPTDNRN,nadh_c
1969,0.01892345,DMSOR2pp,2dmmql8_c
1970,0.035766914,DMSOR2pp,dms_p
1971,0.45118472,DMSOR2pp,h2o_p
1972,0.019241733,DMSOR2pp,2dmmq8_c
1973,0.17957926,DMSOR2pp,dmso_p
1974,0.4385558,ASP1DC,ala_B_c
1975,0.5251091,ASP1DC,co2_c
1976,1.1590477,ASP1DC,h_c
1977,0.27895364,ASP1DC,asp__L_c
1978,2.0786884,KDOPS,h2o_c
1979,0.04487504,KDOPS,ara5p_c
1980,0.045962732,KDOPS,pep_c
1981,0.38739678,KDOPS,pi_c
1982,0.06789507,KDOPS,kdo8p_c
1983,0.41046652,CUt2pp,cu_p
1984,0.41046652,CUt2pp,cu_c
1985,1.886814,CYTDH,h2o_c
1986,0.476242,CYTDH,csn_c
1987,2.3092906,CYTDH,rib__D_c
1988,0.52249485,CYTDH,cytd_c
1989,0.0029824465,CDGR,preq1_c
1990,0.012022728,CDGR,nadph_c
1991,0.0028925275,CDGR,preq0_c
1992,0.020378945,CDGR,nadp_c
1993,0.5697357,CDGR,h_c
1994,0.018935021,DSERDHr,nadph_c
1995,0.026579633,DSERDHr,nadp_c
1996,1.2441882,DSERDHr,ser__D_c
1997,0.3805066,DSERDHr,2amsa_c
1998,2.220971,DSERDHr,h_c
1999,0.47735885,NTRIR4pp,h_p
2000,0.020298291,NTRIR4pp,mql8_c
2001,0.8327186,NTRIR4pp,nh4_p
2002,0.023286652,NTRIR4pp,mqn8_c
2003,0.48206064,NTRIR4pp,h2o_p
2004,0.19894223,NTRIR4pp,no2_p
2005,3.0620751,ECOAH8,h2o_c
2006,0.02805177,ECOAH8,od2coa_c
2007,0.030523026,ECOAH8,3hodcoa_c
2008,0.071030825,URATEtex,urate_e
2009,0.071030825,URATEtex,urate_p
2010,2.2281494,URATEtpp,h_p
2011,0.18217856,URATEtpp,urate_c
2012,0.18217856,URATEtpp,urate_p
2013,2.2281494,URATEtpp,h_c
2014,0.04156482,FCLT,ppp9_c
2015,0.96113056,FCLT,fe2_c
2016,0.95472866,FCLT,h_c
2017,0.042394143,FCLT,pheme_c
2018,1.2252873,UREAtpp,urea_p
2019,1.2252873,UREAtpp,urea_c
2020,0.051868018,CYTDK1,adp_c
2021,0.044806052,CYTDK1,atp_c
2022,0.3589514,CYTDK1,cytd_c
2023,0.7650256,CYTDK1,h_c
2024,0.24632174,CYTDK1,cmp_c
2025,0.1562949,ALCD2x,nad_c
2026,3.193372,ALCD2x,acald_c
2027,5.550897,ALCD2x,etoh_c
2028,3.2856658,ALCD2x,h_c
2029,0.08615144,ALCD2x,nadh_c
2030,0.5188584,FUCtex,fuc__L_e
2031,0.5188584,FUCtex,fuc__L_p
2032,0.6948274,SUCBZS,h2o_c
2033,0.051261272,SUCBZS,2shchc_c
2034,0.03691224,SUCBZS,sucbz_c
2035,1.221659,GPDDA5pp,h_p
2036,2.990007,GPDDA5pp,inost_p
2037,0.23437849,GPDDA5pp,g3pi_p
2038,1.0133033,GPDDA5pp,h2o_p
2039,0.26728013,GPDDA5pp,glyc3p_p
2040,0.009862767,TMDK1,adp_c
2041,0.010105983,TMDK1,atp_c
2042,0.03067846,TMDK1,dtmp_c
2043,0.479712,TMDK1,h_c
2044,0.041657906,TMDK1,thymd_c
2045,0.28006497,TKT1,g3p_c
2046,0.8608281,TKT1,r5p_c
2047,0.42240843,TKT1,s7p_c
2048,0.33048055,TKT1,xu5p__D_c
2049,0.62122065,5DOAN,5drib_c
2050,0.6654904,5DOAN,h2o_c
2051,0.030330842,5DOAN,ade_c
2052,0.041645627,5DOAN,dad_5_c
2053,1.1668115,INOSTt4pp,inost_p
2054,0.4313628,INOSTt4pp,na1_p
2055,0.4313628,INOSTt4pp,na1_c
2056,1.1668115,INOSTt4pp,inost_c
2057,2.6870928,ACONTa,h2o_c
2058,0.57746834,ACONTa,acon_C_c
2059,0.71558225,ACONTa,cit_c
2060,0.6699513,ARGDC,agm_c
2061,0.90133226,ARGDC,co2_c
2062,0.8216007,ARGDC,arg__L_c
2063,2.0335386,ARGDC,h_c
2064,0.1331009,PUNP1,adn_c
2065,0.07555812,PUNP1,ade_c
2066,0.33728197,PUNP1,r1p_c
2067,0.2795807,PUNP1,pi_c
2068,0.2225369,ACP1p,pi_p
2069,0.019004956,ACP1p,ribflv_p
2070,0.020878935,ACP1p,fmn_p
2071,0.1396916,ACP1p,h2o_p
2072,0.2658061,R5PP,h2o_c
2073,0.49146664,R5PP,rib__D_c
2074,0.22561757,R5PP,r5p_c
2075,0.24191956,R5PP,pi_c
2076,0.31928554,ORNtex,orn_e
2077,0.31928554,ORNtex,orn_p
2078,2.3771524,LPLIPAL2E180,h2o_c
2079,0.5168484,LPLIPAL2E180,g3pe_c
2080,0.045442205,LPLIPAL2E180,2agpe180_c
2081,0.055448577,LPLIPAL2E180,ocdca_c
2082,2.7094672,LPLIPAL2E180,h_c
2083,0.3111258,CYSDtex,cys__D_p
2084,0.3111258,CYSDtex,cys__D_e
2085,0.26106647,GTPDPDP,h2o_c
2086,0.12526037,GTPDPDP,ppgpp_c
2087,0.2065918,GTPDPDP,gdptp_c
2088,0.36313236,GTPDPDP,pi_c
2089,0.25389928,GTPDPDP,h_c
2090,1.886814,URIH,h2o_c
2091,2.3092906,URIH,rib__D_c
2092,0.3845553,URIH,ura_c
2093,0.48904607,URIH,uri_c
2094,0.73877436,TREH,h2o_c
2095,2.387139,TREH,glc__D_c
2096,2.0557234,TREH,tre_c
2097,0.25469962,GALURtex,galur_p
2098,0.25469962,GALURtex,galur_e
2099,0.009302421,G6PDH2r,nadph_c
2100,0.21315202,G6PDH2r,6pgl_c
2101,0.019578854,G6PDH2r,nadp_c
2102,0.24287428,G6PDH2r,g6p_c
2103,1.3168651,G6PDH2r,h_c
2104,0.06420742,CHLabcpp,adp_c
2105,0.05941916,CHLabcpp,atp_c
2106,0.5542476,CHLabcpp,h2o_c
2107,0.59098285,CHLabcpp,chol_c
2108,0.59098285,CHLabcpp,chol_p
2109,0.5341981,CHLabcpp,pi_c
2110,0.5904929,CHLabcpp,h_c
2111,0.10018232,PSCVT,3psme_c
2112,0.10395472,PSCVT,skm5p_c
2113,0.10526605,PSCVT,pep_c
2114,0.4608803,PSCVT,pi_c
2115,1.2118409,BPNT,h2o_c
2116,0.12530424,BPNT,amp_c
2117,0.5748453,BPNT,pi_c
2118,0.08846811,BPNT,pap_c
2119,1.2739552,DHQTi,h2o_c
2120,0.24118234,DHQTi,3dhq_c
2121,0.22616641,DHQTi,3dhsk_c
2122,0.73940676,GF6PTA,glu__L_c
2123,0.30740157,GF6PTA,f6p_c
2124,0.5027773,GF6PTA,gln__L_c
2125,0.34767926,GF6PTA,gam6p_c
2126,0.039163206,INSK,adp_c
2127,0.04328791,INSK,atp_c
2128,0.040152375,INSK,ins_c
2129,0.03927677,INSK,imp_c
2130,1.4437629,INSK,h_c
2131,0.26456952,ACMANAtex,acmana_e
2132,0.26456952,ACMANAtex,acmana_p
2133,0.19226153,LPLIPAL1E160pp,h_p
2134,0.024506256,LPLIPAL1E160pp,1agpe160_p
2135,0.15861045,LPLIPAL1E160pp,h2o_p
2136,0.046914227,LPLIPAL1E160pp,hdca_p
2137,0.22945446,LPLIPAL1E160pp,g3pe_p
2138,0.06783111,G3PSabcpp,adp_c
2139,0.06651157,G3PSabcpp,atp_c
2140,0.71033657,G3PSabcpp,g3ps_c
2141,0.87095916,G3PSabcpp,h2o_c
2142,0.71033657,G3PSabcpp,g3ps_p
2143,0.652379,G3PSabcpp,pi_c
2144,1.0228615,G3PSabcpp,h_c
2145,0.17539838,PPPNt2rpp,h_p
2146,0.10512771,PPPNt2rpp,pppn_p
2147,0.10512771,PPPNt2rpp,pppn_c
2148,0.17539838,PPPNt2rpp,h_c
2149,0.3914749,DMSOtex,dmso_e
2150,0.3914749,DMSOtex,dmso_p
2151,0.21447909,AHGDx,S2hglut_c
2152,0.056292463,AHGDx,nad_c
2153,0.15163486,AHGDx,akg_c
2154,0.68438596,AHGDx,h_c
2155,0.039824426,AHGDx,nadh_c
2156,1.4934822,CRNCDH,h2o_c
2157,0.090753436,CRNCDH,crncoa_c
2158,0.077144824,CRNCDH,ctbtcoa_c
2159,0.03543664,HBZOPT,3ophb_c
2160,0.16826473,HBZOPT,4hbz_c
2161,0.043551147,HBZOPT,octdp_c
2162,0.20139314,HBZOPT,ppi_c
2163,1.0780494,ALR2x,mthgxl_c
2164,0.09716935,ALR2x,nad_c
2165,2.6556318,ALR2x,acetol_c
2166,1.8558587,ALR2x,h_c
2167,0.042850543,ALR2x,nadh_c
2168,0.023927007,OCTDPS,octdp_c
2169,0.28375593,OCTDPS,ppi_c
2170,0.31367248,OCTDPS,ipdp_c
2171,0.018616926,OCTDPS,frdp_c
2172,2.310048,RZ5PP,h2o_c
2173,0.04054182,RZ5PP,rdmbzi_c
2174,0.03851496,RZ5PP,5prdmbz_c
2175,0.42314002,RZ5PP,pi_c
2176,0.18933228,ALLK,all__D_c
2177,0.033462852,ALLK,adp_c
2178,0.032303456,ALLK,atp_c
2179,0.13287215,ALLK,all6p_c
2180,0.14154379,ALLK,h_c
2181,2.0048776,ABTA,glu__L_c
2182,0.66530395,ABTA,akg_c
2183,2.2744014,ABTA,4abut_c
2184,1.6397928,ABTA,sucsal_c
2185,0.5493747,SUCASPtpp,succ_c
2186,0.5493747,SUCASPtpp,succ_p
2187,0.69635755,SUCASPtpp,asp__L_p
2188,0.69635755,SUCASPtpp,asp__L_c
2189,0.5571586,DMSOR2,h2o_c
2190,0.03876827,DMSOR2,2dmmql8_c
2191,0.55003524,DMSOR2,dmso_c
2192,0.040848896,DMSOR2,2dmmq8_c
2193,0.12695768,DMSOR2,dms_c
2194,5.7320538,EDD,h2o_c
2195,0.16388015,EDD,2ddg6p_c
2196,0.24569772,EDD,6pgc_c
2197,5.3857684,FCI,fcl__L_c
2198,6.4242506,FCI,fuc__L_c
2199,0.2940838,ACt2rpp,h_p
2200,0.9298581,ACt2rpp,ac_c
2201,0.9298581,ACt2rpp,ac_p
2202,0.2940838,ACt2rpp,h_c
2203,0.77472746,TYROXDApp,nh4_p
2204,0.012410321,TYROXDApp,o2_p
2205,0.0091940565,TYROXDApp,4hoxpacd_p
2206,0.37443212,TYROXDApp,h2o_p
2207,1.2121361,TYROXDApp,h2o2_p
2208,0.0318064,TYROXDApp,tym_p
2209,0.0431887,ALATA_L2,pydx5p_c
2210,0.045015953,ALATA_L2,pyam5p_c
2211,0.43728396,ALATA_L2,pyr_c
2212,1.019569,ALATA_L2,ala__L_c
2213,0.81990725,HYD1pp,h_p
2214,0.7908077,HYD1pp,h2_c
2215,0.02921572,HYD1pp,q8_c
2216,0.037659224,HYD1pp,q8h2_c
2217,0.81990725,HYD1pp,h_c
2218,0.020309879,AST,coa_c
2219,0.02059299,AST,succoa_c
2220,0.10616586,AST,sucarg_c
2221,0.75709987,AST,arg__L_c
2222,0.48510286,AST,h_c
2223,0.42824662,PPPGO,h2o_c
2224,0.05081386,PPPGO,o2_c
2225,0.010974064,PPPGO,pppg9_c
2226,0.007328998,PPPGO,ppp9_c
2227,0.32640898,GDPTPDP,h2o_c
2228,0.35215402,GDPTPDP,ppi_c
2229,0.11019019,GDPTPDP,gdptp_c
2230,0.17646658,GDPTPDP,gtp_c
2231,0.32486838,GLCNtex,glcn_p
2232,0.32486838,GLCNtex,glcn_e
2233,0.36772645,CHLtex,chol_e
2234,0.36772645,CHLtex,chol_p
2235,0.27492613,MNtex,mn2_p
2236,0.27492613,MNtex,mn2_e
2237,0.2658061,F6PP,h2o_c
2238,0.20201306,F6PP,f6p_c
2239,0.45656025,F6PP,fru_c
2240,0.24191956,F6PP,pi_c
2241,0.29459578,ACGALtex,acgal_e
2242,0.29459578,ACGALtex,acgal_p
2243,0.089275464,THMDt2pp_copy2,h_p
2244,0.17764083,THMDt2pp_copy2,thymd_p
2245,0.089275464,THMDt2pp_copy2,h_c
2246,0.17764083,THMDt2pp_copy2,thymd_c
